"","ACCIDENT_NO","X","Y","OBJECTID","ACCIDENT_D","ACC_TIME","NO_VEHICLE","ACCIDENT_T","ACC_T_DESC","ABS_CODE","PERSON_ID","AGE","RD_USER_T","RD_U_DESC","SEX","LOCATION_D","NODE_ID.x","LOCATION_T","NODE_TYPE.x","N_TYPE_DES","ROAD_ROUTE","RD_NAME_1","RD_TYPE_1","RD_NAME_2","RD_TYPE_2","DEC_RD_DES","LGA_NAME.x","REGION_NAM","STAT_DIV_N","AMG_X","AMG_Y","NODE_ID.y","NODE_TYPE.y","VICGRID94_X","VICGRID94_Y","LGA_NAME.y","LGA_NAME_ALL","REGION_NAME","DEG_URBAN_NAME","Lat","Long","POSTCODE_NO"
"194","T20190016591",2495879.147,2409334.906,1066,"2019/08/30 00:00:00+00","15.:2.00",1,4,"Collision with a fixed object","A","A",68,2,"Drivers","M","On SPENCER STREET 11m N from Int BOURKE STREET",598642,"N","N","Non Intersection",5061,"SPENCER","STREET","BOURKE","STREET","Declared Road","MELBOURNE","METROPOLITAN NORTH WEST REGION","Melbourne - Inner",2495879.147,2409334.906,598642,"N",2495879.147,2409334.906,"MELBOURNE","MELBOURNE","METROPOLITAN NORTH WEST REGION","MELB_URBAN",-37.81699805,144.9531965,3000
"195","T20190016591",2495879.147,2409334.906,1066,"2019/08/30 00:00:00+00","15.:2.00",1,4,"Collision with a fixed object","A","A",68,2,"Drivers","M","On SPENCER STREET 11m N from Int BOURKE STREET",598642,"N","N","Non Intersection",5061,"SPENCER","STREET","BOURKE","STREET","Declared Road","MELBOURNE","METROPOLITAN NORTH WEST REGION","Melbourne - Inner",2495879.147,2409334.906,598642,"N",2495879.147,2409334.906,"MELBOURNE","MELBOURNE","METROPOLITAN NORTH WEST REGION","MELB_URBAN",-37.81699805,144.9531965,3008
"196","T20190016591",2495879.147,2409334.906,1066,"2019/08/30 00:00:00+00","15.:2.00",1,4,"Collision with a fixed object","A","A",68,2,"Drivers","M","On SPENCER STREET 11m N from Int BOURKE STREET",598642,"N","N","Non Intersection",5061,"SPENCER","STREET","BOURKE","STREET","Declared Road","MELBOURNE","METROPOLITAN NORTH WEST REGION","Melbourne - Inner",2495879.147,2409334.906,598642,"N",2495879.147,2409334.906,"MELBOURNE","MELBOURNE","METROPOLITAN NORTH WEST REGION","MELBOURNE_CBD",-37.81699805,144.9531965,3000
"197","T20190016591",2495879.147,2409334.906,1066,"2019/08/30 00:00:00+00","15.:2.00",1,4,"Collision with a fixed object","A","A",68,2,"Drivers","M","On SPENCER STREET 11m N from Int BOURKE STREET",598642,"N","N","Non Intersection",5061,"SPENCER","STREET","BOURKE","STREET","Declared Road","MELBOURNE","METROPOLITAN NORTH WEST REGION","Melbourne - Inner",2495879.147,2409334.906,598642,"N",2495879.147,2409334.906,"MELBOURNE","MELBOURNE","METROPOLITAN NORTH WEST REGION","MELBOURNE_CBD",-37.81699805,144.9531965,3008
"198","T20190017177",2493718.776,2429747.253,1067,"2019/09/06 00:00:00+00","13.:5.00",1,4,"Collision with a fixed object","A","A",23,2,"Drivers","M","On THOMAS BRUNTON PARADE 127m N from Int COLLETT AVENUE",583124,"N","N","Non Intersection",9999,"THOMAS BRUNTON","PARADE","COLLETT","AVENUE","Non Declared Road","HUME","METROPOLITAN NORTH WEST REGION","Melbourne - North West",2493718.776,2429747.253,583124,"N",2493718.776,2429747.253,"HUME","HUME","METROPOLITAN NORTH WEST REGION","MELB_URBAN",-37.63306336,144.9288329,3064
"199","T20190017210",2538853.067,2592130.249,1069,"2019/09/06 00:00:00+00","14.:4.00",2,1,"Collision with vehicle","A","2",39,3,"Passengers","M","On GOULBURN VALLEY HIGHWAY 397m N from Int GILLESPIES ROAD",609579,"N","N","Non Intersection",2640,"GOULBURN VALLEY","HIGHWAY","GILLESPIES","ROAD","Declared Road","MOIRA","NORTH EASTERN REGION","Country",2538853.067,2592130.249,609579,"N",2538853.067,2592130.249,"MOIRA","MOIRA","NORTH EASTERN REGION","RURAL_VICTORIA",-36.16888143,145.4318613,3635
"200","T20190017210",2538853.067,2592130.249,1068,"2019/09/06 00:00:00+00","14.:4.00",2,1,"Collision with vehicle","A","1",23,3,"Passengers","F","On GOULBURN VALLEY HIGHWAY 397m N from Int GILLESPIES ROAD",609579,"N","N","Non Intersection",2640,"GOULBURN VALLEY","HIGHWAY","GILLESPIES","ROAD","Declared Road","MOIRA","NORTH EASTERN REGION","Country",2538853.067,2592130.249,609579,"N",2538853.067,2592130.249,"MOIRA","MOIRA","NORTH EASTERN REGION","RURAL_VICTORIA",-36.16888143,145.4318613,3635
"201","T20190017293",2523523.82,2387392.385,1070,"2019/09/07 00:00:00+00","21.:3.00",2,1,"Collision with vehicle","A","A",68,2,"Drivers","M","On APOLLO DRIVE 133m E from Int DAVID LEE ROAD",583230,"N","N","Non Intersection",9999,"APOLLO","DRIVE","DAVID LEE","ROAD","Non Declared Road","CASEY","METROPOLITAN SOUTH EAST REGION","Melbourne - South East",2523523.82,2387392.385,583230,"N",2523523.82,2387392.385,"CASEY","CASEY","METROPOLITAN SOUTH EAST REGION","MELB_URBAN",-38.01440324,145.2678776,3803
"202","T20190017364",2462824.785,2446730.884,1071,"2019/09/08 00:00:00+00","23.:4.00",1,4,"Collision with a fixed object","A","A",19,2,"Drivers","M","On SKYLINE DRIVE 26m NW from Int SKYLINE DRIVE",598777,"N","N","Non Intersection",9999,"SKYLINE","DRIVE","SKYLINE","DRIVE","Non Declared Road","MACEDON RANGES","NORTHERN REGION","Country",2462824.785,2446730.884,598777,"N",2462824.785,2446730.884,"MACEDON RANGES","MACEDON RANGES","NORTHERN REGION","TOWNS",-37.47930685,144.5796523,3437
"203","T20190017571",2529026.162,2483099.034,1072,"2019/09/11 00:00:00+00","13.:1.00",1,4,"Collision with a fixed object","A","A",85,2,"Drivers","F","On TERANGAVILLE ROAD 2402m NW from Int OLD GHIN GHIN ROAD",584282,"N","N","Non Intersection",9999,"TERANGAVILLE","ROAD","OLD GHIN GHIN","ROAD","Non Declared Road","MURRINDINDI","NORTH EASTERN REGION","Country",2529026.162,2483099.034,584282,"N",2529026.162,2483099.034,"MURRINDINDI","MURRINDINDI,MURRINDINDI","NORTH EASTERN REGION","RURAL_VICTORIA",-37.15186363,145.3267939,3717
"204","T20190017740",2626256.118,2408380.194,1073,"2019/09/13 00:00:00+00","10.:5.00",1,4,"Collision with a fixed object","A","1",21,3,"Passengers","F","On TRIG EAST TRACK 1891m E from Int CMF TRACK",606226,"N","N","Non Intersection",9999,"TRIG EAST","TRACK","CMF","TRACK","Non Declared Road","BAW BAW","EASTERN REGION","Country",2626256.118,2408380.194,606226,"N",2626256.118,2408380.194,"BAW BAW","BAW BAW","EASTERN REGION","RURAL_VICTORIA",-37.81704115,146.434037,3825
"205","T20190017740",2626256.118,2408380.194,1074,"2019/09/13 00:00:00+00","10.:5.00",1,4,"Collision with a fixed object","A","A",22,2,"Drivers","M","On TRIG EAST TRACK 1891m E from Int CMF TRACK",606226,"N","N","Non Intersection",9999,"TRIG EAST","TRACK","CMF","TRACK","Non Declared Road","BAW BAW","EASTERN REGION","Country",2626256.118,2408380.194,606226,"N",2626256.118,2408380.194,"BAW BAW","BAW BAW","EASTERN REGION","RURAL_VICTORIA",-37.81704115,146.434037,3825
"206","T20190018054",2458319.73,2461959.644,1075,"2019/09/17 00:00:00+00","06.:3.00",1,4,"Collision with a fixed object","A","A",31,2,"Drivers","M","On AVENUE OF HONOUR 401m NW from Int SAVAGES LANE",590999,"N","N","Non Intersection",5228,"AVENUE OF HONOUR"," ","SAVAGES","LANE","Declared Road","MACEDON RANGES","NORTHERN REGION","Bendigo",2458319.73,2461959.644,590999,"N",2458319.73,2461959.644,"MACEDON RANGES","MACEDON RANGES","NORTHERN REGION","RURAL_VICTORIA",-37.34188698,144.5295644,3442
"207","T20190018054",2458319.73,2461959.644,1075,"2019/09/17 00:00:00+00","06.:3.00",1,4,"Collision with a fixed object","A","A",31,2,"Drivers","M","On AVENUE OF HONOUR 401m NW from Int SAVAGES LANE",590999,"N","N","Non Intersection",5228,"AVENUE OF HONOUR"," ","SAVAGES","LANE","Declared Road","MACEDON RANGES","NORTHERN REGION","Bendigo",2458319.73,2461959.644,590999,"N",2458319.73,2461959.644,"MACEDON RANGES","MACEDON RANGES","NORTHERN REGION","TOWNS",-37.34188698,144.5295644,3442
"208","T20190018088",2537145.711,2566405.841,1076,"2019/09/17 00:00:00+00","15.:0.00",1,7,"Fall from or in moving vehicle","A","A",62,4,"Motorcyclists","M","On SUNBURY ROAD 53m N from Int WESTMORLAND CRESCENT",587093,"N","N","Non Intersection",9999,"SUNBURY","ROAD","WESTMORLAND","CRESCENT","Non Declared Road","SHEPPARTON","NORTH EASTERN REGION","Country",2537145.711,2566405.841,587093,"N",2537145.711,2566405.841,"SHEPPARTON","SHEPPARTON","NORTH EASTERN REGION","SMALL_CITIES",-36.40079049,145.4141277,3630
"209","T20190018162",2302123.757,2713427.62,1077,"2019/09/18 00:00:00+00","05.:0.00",2,1,"Collision with vehicle","A","A",30,2,"Drivers","M","On MALLEE HIGHWAY 1930m E from Int STORER ROAD",586010,"N","N","Non Intersection",2650,"MALLEE","HIGHWAY","STORER","ROAD","Declared Road","SWAN HILL","NORTHERN REGION","Country",2302123.757,2713427.62,586010,"N",2302123.757,2713427.62,"SWAN HILL","SWAN HILL","NORTHERN REGION","RURAL_VICTORIA",-35.056293,142.831632,3546
"210","T20190018287",2480646.605,2418315.198,1078,"2019/09/19 00:00:00+00","10.:5.00",3,4,"Collision with a fixed object","A","A",55,4,"Motorcyclists","M","On KINGS ROAD 59m N from Int MYUNA DRIVE",662226,"N","N","Non Intersection",5493,"KINGS","ROAD","MYUNA","DRIVE","Declared Road","BRIMBANK","METROPOLITAN NORTH WEST REGION","Melbourne - West",2480646.605,2418315.198,662226,"N",2480646.605,2418315.198,"BRIMBANK","BRIMBANK","METROPOLITAN NORTH WEST REGION","MELB_URBAN",-37.73589202,144.7804251,3021
"211","T20190018445",2620709.873,2371616.388,1079,"2019/09/21 00:00:00+00","21.:5.00",1,4,"Collision with a fixed object","A","1",17,3,"Passengers","M","On QUARRY ROAD 265m S from Int MANFA COURT",591131,"N","N","Non Intersection",9999,"QUARRY","ROAD","MANFA","COURT","Non Declared Road","LATROBE","EASTERN REGION","Country",2620709.873,2371616.388,591131,"N",2620709.873,2371616.388,"LATROBE","LATROBE","EASTERN REGION","RURAL_VICTORIA",-38.14896095,146.3770907,3825
"212","T20190018445",2620709.873,2371616.388,1080,"2019/09/21 00:00:00+00","21.:5.00",1,4,"Collision with a fixed object","A","A",18,2,"Drivers","M","On QUARRY ROAD 265m S from Int MANFA COURT",591131,"N","N","Non Intersection",9999,"QUARRY","ROAD","MANFA","COURT","Non Declared Road","LATROBE","EASTERN REGION","Country",2620709.873,2371616.388,591131,"N",2620709.873,2371616.388,"LATROBE","LATROBE","EASTERN REGION","RURAL_VICTORIA",-38.14896095,146.3770907,3825
"213","T20190018499",2410704.694,2543522.432,1081,"2019/09/22 00:00:00+00","12.:1.00",1,4,"Collision with a fixed object","A","A",18,2,"Drivers","M","On SEBASTIAN ROAD 498m E from Int COLLINS ROAD",587095,"N","N","Non Intersection",9999,"SEBASTIAN","ROAD","COLLINS","ROAD","Non Declared Road","LODDON","NORTHERN REGION","Bendigo",2410704.694,2543522.432,587095,"N",2410704.694,2543522.432,"LODDON","LODDON","NORTHERN REGION","RURAL_VICTORIA",-36.60353856,144.0018256,3516
"214","T20190019003",2509990.901,2400357.285,1082,"2019/09/29 00:00:00+00","19.:4.00",2,1,"Collision with vehicle","A","3",19,3,"Passengers","F","At Int of FERNTREE GULLY ROAD(R) and CARMICHAEL ROAD",588856,"I","I","Intersection",5799,"FERNTREE GULLY","ROAD","CARMICHAEL","ROAD","Declared Road","MONASH","METROPOLITAN SOUTH EAST REGION","Melbourne - South East",2509990.901,2400357.285,588856,"I",2509990.901,2400357.285,"MONASH","MONASH","METROPOLITAN SOUTH EAST REGION","MELB_URBAN",-37.89784073,145.1135955,3166
"215","T20190019003",2509990.901,2400357.285,1083,"2019/09/29 00:00:00+00","19.:4.00",2,1,"Collision with vehicle","A","B",21,2,"Drivers","M","At Int of FERNTREE GULLY ROAD(R) and CARMICHAEL ROAD",588856,"I","I","Intersection",5799,"FERNTREE GULLY","ROAD","CARMICHAEL","ROAD","Declared Road","MONASH","METROPOLITAN SOUTH EAST REGION","Melbourne - South East",2509990.901,2400357.285,588856,"I",2509990.901,2400357.285,"MONASH","MONASH","METROPOLITAN SOUTH EAST REGION","MELB_URBAN",-37.89784073,145.1135955,3166
"216","T20190019033",2481294.274,2420537.515,1084,"2019/09/28 00:00:00+00","12.:5.00",1,7,"Fall from or in moving vehicle","A","1",32,3,"Passengers","F","On KIWI RETREAT 7m SW from Int SARATOGA CRESCENT",589103,"N","N","Non Intersection",9999,"KIWI","RETREAT","SARATOGA","CRESCENT","Non Declared Road","BRIMBANK","METROPOLITAN NORTH WEST REGION","Melbourne - West",2481294.274,2420537.515,589103,"N",2481294.274,2420537.515,"BRIMBANK","BRIMBANK","METROPOLITAN NORTH WEST REGION","MELB_URBAN",-37.71588142,144.7878294,3038
"217","T20190019157",2562522.97,2615242.983,1085,"2019/10/01 00:00:00+00","19.:1.00",1,4,"Collision with a fixed object","A","A",47,4,"Motorcyclists","M","On MURRAY VALLEY HIGHWAY 261m NW from Int PYE ROAD",621332,"N","N","Non Intersection",2570,"MURRAY VALLEY","HIGHWAY","PYE","ROAD","Declared Road","MOIRA","NORTH EASTERN REGION","Country",2562522.97,2615242.983,621332,"N",2562522.97,2615242.983,"MOIRA","MOIRA","NORTH EASTERN REGION","RURAL_VICTORIA",-35.95932318,145.6930802,3644
"218","T20190019356",2518793.217,2360932.916,1086,"2019/10/04 00:00:00+00","07.:2.00",2,1,"Collision with vehicle","A","A",76,2,"Drivers","M","At Int of DANDENONG-HASTINGS ROAD and TYABB-TOORADIN ROAD",224428,"I","I","Intersection",2230,"DANDENONG-HASTINGS","ROAD","TYABB-TOORADIN","ROAD","Declared Road","MORNINGTON PENINSULA","METROPOLITAN SOUTH EAST REGION","Metro",2518793.217,2360932.916,224428,"I",2518793.217,2360932.916,"MORNINGTON PENINSULA","MORNINGTON PENINSULA","METROPOLITAN SOUTH EAST REGION","RURAL_VICTORIA",-38.25287569,145.2146875,3913
"219","T20190019356",2518793.217,2360932.916,1086,"2019/10/04 00:00:00+00","07.:2.00",2,1,"Collision with vehicle","A","A",76,2,"Drivers","M","At Int of DANDENONG-HASTINGS ROAD and TYABB-TOORADIN ROAD",224428,"I","I","Intersection",2230,"DANDENONG-HASTINGS","ROAD","TYABB-TOORADIN","ROAD","Declared Road","MORNINGTON PENINSULA","METROPOLITAN SOUTH EAST REGION","Metro",2518793.217,2360932.916,224428,"I",2518793.217,2360932.916,"MORNINGTON PENINSULA","MORNINGTON PENINSULA","METROPOLITAN SOUTH EAST REGION","RURAL_VICTORIA",-38.25287569,145.2146875,3912
"220","T20190019359",2161289.631,2492092.488,1087,"2019/10/04 00:00:00+00","03.:2.00",1,4,"Collision with a fixed object","A","A",27,2,"Drivers","M","On WIMMERA HIGHWAY 526m E from Int J MOORES ROAD",612126,"N","N","Non Intersection",2110,"WIMMERA","HIGHWAY","J MOORES","ROAD","Declared Road","WEST WIMMERA","WESTERN REGION","Country",2161289.631,2492092.488,612126,"N",2161289.631,2492092.488,"WEST WIMMERA","WEST WIMMERA","WESTERN REGION","RURAL_VICTORIA",-37.01021608,141.1926633,3319
"221","T20190019498",2356041.846,2339955.818,1088,"2019/10/06 00:00:00+00","05.:4.00",1,4,"Collision with a fixed object","A","A",27,2,"Drivers","M","On NEW IRREWILLIPE ROAD 1610m W from Int PATONS ROAD",627684,"N","N","Non Intersection",5037,"NEW IRREWILLIPE","ROAD","PATONS","ROAD","Declared Road","COLAC OTWAY","SOUTH WESTERN REGION","Country",2356041.846,2339955.818,627684,"N",2356041.846,2339955.818,"COLAC OTWAY","COLAC OTWAY","SOUTH WESTERN REGION","RURAL_VICTORIA",-38.43079366,143.3514813,3249
"222","T20190019577",2566519.192,2343672.15,1089,"2019/10/07 00:00:00+00","10.:3.00",1,2,"Struck Pedestrian","A","1",57,1,"Pedestrians","M","On SOUTH GIPPSLAND HIGHWAY 40m NW from Int BASS VALLEY ROAD",591129,"N","N","Non Intersection",2580,"SOUTH GIPPSLAND","HIGHWAY","BASS VALLEY","ROAD","Declared Road","SOUTH GIPPSLAND","EASTERN REGION","Country",2566519.192,2343672.15,591129,"N",2566519.192,2343672.15,"SOUTH GIPPSLAND","SOUTH GIPPSLAND","EASTERN REGION","RURAL_VICTORIA",-38.40615058,145.7614556,3946
"223","T20190019720",2537424.273,2414462.881,1090,"2019/10/09 00:00:00+00","08.:2.00",2,1,"Collision with vehicle","A","B",20,2,"Drivers","F","On VICTORIA ROAD 225m SW from Int CONNORS FLAT ROAD",593570,"N","N","Non Intersection",9999,"VICTORIA","ROAD","CONNORS FLAT","ROAD","Non Declared Road","YARRA RANGES","METROPOLITAN SOUTH EAST REGION","Melbourne - Outer East",2537424.273,2414462.881,593570,"N",2537424.273,2414462.881,"YARRA RANGES","YARRA RANGES","METROPOLITAN SOUTH EAST REGION","RURAL_VICTORIA",-37.77005121,145.4247919,3139
"224","T20190019834",2442830.975,2379381.799,1091,"2019/10/10 00:00:00+00","05.:4.00",1,2,"Struck Pedestrian","A","1",36,1,"Pedestrians","M","On THOMPSON ROAD 18m S from Int ELMORE STREET",613142,"N","N","Non Intersection",5580,"THOMPSON","ROAD","ELMORE","STREET","Declared Road","GEELONG","SOUTH WESTERN REGION","Country",2442830.975,2379381.799,613142,"N",2442830.975,2379381.799,"GEELONG","GEELONG","SOUTH WESTERN REGION","LARGE_PROVINCIAL_CITIES",-38.08510671,144.3483715,3214
"225","T20190019877",2479216.696,2433150.055,1092,"2019/10/10 00:00:00+00","15.:2.00",2,1,"Collision with vehicle","A","1",68,3,"Passengers","F","On SUNBURY ROAD 650m NW from Int SHEPHERDS LANE",591904,"N","N","Non Intersection",5821,"SUNBURY","ROAD","SHEPHERDS","LANE","Declared Road","HUME","METROPOLITAN NORTH WEST REGION","Melbourne - North West",2479216.696,2433150.055,591904,"N",2479216.696,2433150.055,"HUME","HUME","METROPOLITAN NORTH WEST REGION","RURAL_VICTORIA",-37.60219128,144.7646182,3428
"226","T20190019877",2479216.696,2433150.055,1092,"2019/10/10 00:00:00+00","15.:2.00",2,1,"Collision with vehicle","A","1",68,3,"Passengers","F","On SUNBURY ROAD 650m NW from Int SHEPHERDS LANE",591904,"N","N","Non Intersection",5821,"SUNBURY","ROAD","SHEPHERDS","LANE","Declared Road","HUME","METROPOLITAN NORTH WEST REGION","Melbourne - North West",2479216.696,2433150.055,591904,"N",2479216.696,2433150.055,"HUME","HUME","METROPOLITAN NORTH WEST REGION","RURAL_VICTORIA",-37.60219128,144.7646182,3429
"227","T20190019877",2479216.696,2433150.055,1093,"2019/10/10 00:00:00+00","15.:2.00",2,1,"Collision with vehicle","A","A",69,2,"Drivers","M","On SUNBURY ROAD 650m NW from Int SHEPHERDS LANE",591904,"N","N","Non Intersection",5821,"SUNBURY","ROAD","SHEPHERDS","LANE","Declared Road","HUME","METROPOLITAN NORTH WEST REGION","Melbourne - North West",2479216.696,2433150.055,591904,"N",2479216.696,2433150.055,"HUME","HUME","METROPOLITAN NORTH WEST REGION","RURAL_VICTORIA",-37.60219128,144.7646182,3428
"228","T20190019877",2479216.696,2433150.055,1093,"2019/10/10 00:00:00+00","15.:2.00",2,1,"Collision with vehicle","A","A",69,2,"Drivers","M","On SUNBURY ROAD 650m NW from Int SHEPHERDS LANE",591904,"N","N","Non Intersection",5821,"SUNBURY","ROAD","SHEPHERDS","LANE","Declared Road","HUME","METROPOLITAN NORTH WEST REGION","Melbourne - North West",2479216.696,2433150.055,591904,"N",2479216.696,2433150.055,"HUME","HUME","METROPOLITAN NORTH WEST REGION","RURAL_VICTORIA",-37.60219128,144.7646182,3429
"229","T20190020057",2420473.404,2527781.262,1094,"2019/10/13 00:00:00+00","03.:0.00",1,4,"Collision with a fixed object","A","1",52,3,"Passengers","M","On WIMMERA HIGHWAY 802m SW from Int OSULLIVANS ROAD",603143,"N","N","Non Intersection",2110,"WIMMERA","HIGHWAY","OSULLIVANS","ROAD","Declared Road","BENDIGO","NORTHERN REGION","Bendigo",2420473.404,2527781.262,603143,"N",2420473.404,2527781.262,"BENDIGO","BENDIGO","NORTHERN REGION","RURAL_VICTORIA",-36.74627283,144.1093708,3515
"230","T20190020081",2527904.351,2371220.881,1095,"2019/10/13 00:00:00+00","15.:5.00",2,1,"Collision with vehicle","A","B",67,4,"Motorcyclists","M","At Int of SOUTH GIPPSLAND HIGHWAY(R) and CLYDE-FIVE WAYS ROAD",47128,"I","I","Intersection",2580,"SOUTH GIPPSLAND","HIGHWAY","CLYDE-FIVE WAYS","ROAD","Declared Road","CASEY","METROPOLITAN SOUTH EAST REGION","Melbourne - South East",2527904.351,2371220.881,47128,"I",2527904.351,2371220.881,"CASEY","CASEY","METROPOLITAN SOUTH EAST REGION","MELB_URBAN",-38.15996865,145.3183764,3977
"231","T20190020082",2262813.181,2514099.543,1096,"2019/10/13 00:00:00+00","16.:4.00",1,4,"Collision with a fixed object","A","A",42,4,"Motorcyclists","M","At Int of NORTHERN GRAMPIANS ROAD and KIEFELS ROAD",592398,"I","I","Intersection",4002,"NORTHERN GRAMPIANS","ROAD","KIEFELS","ROAD","Declared Road","HORSHAM","WESTERN REGION","Country",2262813.181,2514099.543,592398,"I",2262813.181,2514099.543,"HORSHAM","HORSHAM","WESTERN REGION","RURAL_VICTORIA",-36.84306578,142.3400449,3401
"232","T20190020093",2666980.129,2564461.341,1097,"2019/10/13 00:00:00+00","22.:2.00",1,4,"Collision with a fixed object","A","A",29,2,"Drivers","F","On MYRTLEFORD-YACKANDANDAH ROAD 1204m N from Int BRUARONG LANE",620519,"N","N","Non Intersection",5467,"MYRTLEFORD-YACKANDANDAH","ROAD","BRUARONG","LANE","Declared Road","INDIGO","NORTH EASTERN REGION","Country",2666980.129,2564461.341,620519,"N",2666980.129,2564461.341,"INDIGO","INDIGO","NORTH EASTERN REGION","RURAL_VICTORIA",-36.40432737,146.8618155,3749
"233","T20190020234",2658489.211,2377075.492,1098,"2019/10/15 00:00:00+00","18.:4.00",2,1,"Collision with vehicle","A","A",35,2,"Drivers","M","At Int of DENISON ROAD and SALE-TOONGABBIE ROAD",52035,"I","I","Intersection",9999,"DENISON","ROAD","SALE-TOONGABBIE","ROAD","Non Declared Road","WELLINGTON","EASTERN REGION","Country",2658489.211,2377075.492,52035,"I",2658489.211,2377075.492,"WELLINGTON","WELLINGTON","EASTERN REGION","RURAL_VICTORIA",-38.09409692,146.8068144,3847
"234","T20190020508",2655380.383,2546292.213,1099,"2019/10/19 00:00:00+00","02.:1.00",1,4,"Collision with a fixed object","A","A",21,2,"Drivers","M","On GREAT ALPINE ROAD 415m from SERVICE ROAD ENTRY (OT) AFTER WILLOW GV (SR)",593939,"N","N","Non Intersection",4005,"GREAT ALPINE","ROAD","GREAT ALPINE","ROAD","Declared Road","ALPINE","NORTH EASTERN REGION","Country",2655380.383,2546292.213,593939,"N",2655380.383,2546292.213,"ALPINE","ALPINE","NORTH EASTERN REGION","TOWNS",-36.57002479,146.7362031,3737
"235","T20190020608",2269755.74,2574527.705,1100,"2019/10/20 00:00:00+00","04.:3.00",1,4,"Collision with a fixed object","A","A",35,2,"Drivers","M","On STAWELL-WARRACKNABEAL ROAD 323m SE from Int MORCOMS ROAD",606581,"N","N","Non Intersection",5272,"STAWELL-WARRACKNABEAL","ROAD","MORCOMS","ROAD","Declared Road","YARRIAMBIACK","WESTERN REGION","Country",2269755.74,2574527.705,606581,"N",2269755.74,2574527.705,"YARRIAMBIACK","YARRIAMBIACK","WESTERN REGION","RURAL_VICTORIA",-36.30037503,142.4361109,3393
"236","T20190020684",2482208.22,2429889.387,1101,"2019/10/21 00:00:00+00","14.:5.00",2,1,"Collision with vehicle","A","A",64,2,"Drivers","F","On BULLA ROAD 440m N from Int QUARTZ STREET",597000,"N","N","Non Intersection",5821,"BULLA","ROAD","QUARTZ","STREET","Declared Road","HUME","METROPOLITAN NORTH WEST REGION","Melbourne - North West",2482208.22,2429889.387,597000,"N",2482208.22,2429889.387,"HUME","HUME","METROPOLITAN NORTH WEST REGION","RURAL_VICTORIA",-37.63163407,144.7984205,3428
"237","T20190020879",2615927.749,2364507.212,1102,"2019/10/23 00:00:00+00","20.:5.00",2,1,"Collision with vehicle","A","1",22,3,"Passengers","F","On MARRETTS ROAD 54m SE from Int VARYS TRACK",606514,"N","N","Non Intersection",9999,"MARRETTS","ROAD","VARYS","TRACK","Non Declared Road","LATROBE","EASTERN REGION","Country",2615927.749,2364507.212,606514,"N",2615927.749,2364507.212,"LATROBE","LATROBE","EASTERN REGION","RURAL_VICTORIA",-38.21360837,146.3236697,3825
"238","T20190021078",2402049.145,2429601.105,1103,"2019/10/26 00:00:00+00","03.:0.00",1,2,"Struck Pedestrian","A","2",20,1,"Pedestrians","M","On GEAR AVENUE 584m W from Int BELL AVENUE",595462,"N","N","Non Intersection",9999,"GEAR","AVENUE","BELL","AVENUE","Non Declared Road","BALLARAT","WESTERN REGION","Ballarat",2402049.145,2429601.105,595462,"N",2402049.145,2429601.105,"BALLARAT","BALLARAT","WESTERN REGION","LARGE_PROVINCIAL_CITIES",-37.62925701,143.8902348,3350
"239","T20190021171",2446569.703,2407723.711,1104,"2019/10/27 00:00:00+00","13.:0.00",3,1,"Collision with vehicle","A","A",61,2,"Drivers","F","On BACCHUS MARSH ROAD 82m N from Int SHARKEY ROAD",595978,"N","N","Non Intersection",5060,"BACCHUS MARSH","ROAD","SHARKEY","ROAD","Declared Road","GEELONG","SOUTH WESTERN REGION","Country",2446569.703,2407723.711,595978,"N",2446569.703,2407723.711,"GEELONG","GEELONG","SOUTH WESTERN REGION","RURAL_VICTORIA",-37.82998943,144.393045,3340
"240","T20190021171",2446569.703,2407723.711,1105,"2019/10/27 00:00:00+00","13.:0.00",3,1,"Collision with vehicle","A","B",25,2,"Drivers","M","On BACCHUS MARSH ROAD 82m N from Int SHARKEY ROAD",595978,"N","N","Non Intersection",5060,"BACCHUS MARSH","ROAD","SHARKEY","ROAD","Declared Road","GEELONG","SOUTH WESTERN REGION","Country",2446569.703,2407723.711,595978,"N",2446569.703,2407723.711,"GEELONG","GEELONG","SOUTH WESTERN REGION","RURAL_VICTORIA",-37.82998943,144.393045,3340
"241","T20190021177",2481764.457,2348624.374,1106,"2019/10/27 00:00:00+00","22.:0.00",1,2,"Struck Pedestrian","A","1",27,1,"Pedestrians","M","On POINT NEPEAN ROAD 16m E from Int MURRAY STREET",595979,"N","N","Non Intersection",4034,"POINT NEPEAN","ROAD","MURRAY","STREET","Declared Road","MORNINGTON PENINSULA","METROPOLITAN SOUTH EAST REGION","Metro",2481764.457,2348624.374,595979,"N",2481764.457,2348624.374,"MORNINGTON PENINSULA","MORNINGTON PENINSULA","METROPOLITAN SOUTH EAST REGION","MELB_URBAN",-38.36375997,144.791375,3941
"242","T20190021259",2697671.551,2601963.643,1107,"2019/10/28 00:00:00+00","11.:0.00",1,4,"Collision with a fixed object","A","A",65,2,"Drivers","M","On MURRAY RIVER ROAD 46m NE from Int LEHMANS ROAD",653913,"N","N","Non Intersection",5748,"MURRAY RIVER","ROAD","LEHMANS","ROAD","Declared Road","TOWONG","NORTH EASTERN REGION","Country",2697671.551,2601963.643,653913,"N",2697671.551,2601963.643,"TOWONG","TOWONG","NORTH EASTERN REGION","RURAL_VICTORIA",-36.06052065,147.194274,3691
